eid,title,authors,year,journal,doi,citations,abstract,link
2-s2.0-85145389351,Dexamethasone Versus Prednisone in Children Hospitalized With Asthma Exacerbation,Hoefgen E.R.,2022,Hospital Pediatrics,10.1542/hpeds.2021-006276,4,,https://api.elsevier.com/content/abstract/scopus_id/85145389351
2-s2.0-85109101130,Trends and Outcomes of Uilization of Thrombectomy During Primary Percutaneous Coronary Intervention,Megaly M.,2022,Cardiovascular Revascularization Medicine,10.1016/j.carrev.2021.05.021,4,,https://api.elsevier.com/content/abstract/scopus_id/85109101130
2-s2.0-85108958659,Healthcare Service Utilization for Formerly Homeless Veterans in Permanent Supportive Housing: Do Neighborhoods Matter?,Wong M.S.,2022,Psychological Services,10.1037/ser0000561,4,,https://api.elsevier.com/content/abstract/scopus_id/85108958659
2-s2.0-85147494603,"Performance Metrics of Substance Use Disorder Care among Medicaid Enrollees in New York, New York",Alegría M.,2022,JAMA Health Forum,10.1001/jamahealthforum.2022.1771,4,,https://api.elsevier.com/content/abstract/scopus_id/85147494603
2-s2.0-85122335276,Association of Proximity to a Long-Term Acute Care Hospital with Hospital Tracheostomy Practices,Mehta A.B.,2022,Critical Care Medicine,10.1097/CCM.0000000000005146,4,,https://api.elsevier.com/content/abstract/scopus_id/85122335276
2-s2.0-85135550860,National Implementation of Emergency Department-Based Followup Program for Suicidal Attempts,Kim T.H.,2022,Journal of Korean Medical Science,10.3346/jkms.2022.37.e245,4,,https://api.elsevier.com/content/abstract/scopus_id/85135550860
2-s2.0-85147392554,"Quality planning and assurance: Principles, approaches, and methods for product and service development",Tang H.,2021,Quality Planning and Assurance Principles Approaches and Methods for Product and Service Development,10.1002/9781119819301,4,,https://api.elsevier.com/content/abstract/scopus_id/85147392554
2-s2.0-85120779865,A monte carlo simulation to estimate the additional cost associated with adverse medication events leading to intraoperative hypotension and/or hypertension in the United States,Nanji K.C.,2021,Journal of Patient Safety,10.1097/PTS.0000000000000926,4,,https://api.elsevier.com/content/abstract/scopus_id/85120779865
2-s2.0-85113331701,Temporal Trends and Outcomes of Elective Thoracic Aortic Repair and Acute Aortic Syndromes in Bicuspid Aortic Valves: Insights from a National Database,Elbadawi A.,2021,Cardiology and Therapy,10.1007/s40119-021-00237-3,4,,https://api.elsevier.com/content/abstract/scopus_id/85113331701
2-s2.0-85122801295,Evaluating the Utility of Linked Administrative Data for Nonresponse Bias Adjustment in a Piggyback Longitudinal Survey,Büttner T.J.M.,2021,Journal of Official Statistics,10.2478/jos-2021-0037,4,,https://api.elsevier.com/content/abstract/scopus_id/85122801295
2-s2.0-84865773391,The cost of harm and savings through safety: Using simulated patients for leadership decision support,Denham C.R.,2012,Journal of Patient Safety,10.1097/PTS.0b013e318258cb25,4,,https://api.elsevier.com/content/abstract/scopus_id/84865773391
2-s2.0-85096131149,Delineating Quality Indicators of Inpatient Psychiatric Hospitalization,Delaney K.R.,2022,Journal of the American Psychiatric Nurses Association,10.1177/1078390320971367,4,,https://api.elsevier.com/content/abstract/scopus_id/85096131149
2-s2.0-85117617749,Nursing Students' Perceptions on Healthcare-Associated Infection Control and Prevention Teaching and Learning Experience: Development and Validation of a Scale in Four European Countries,Yurrebaso Macho A.,2021,Frontiers in Psychology,10.3389/fpsyg.2021.701208,4,,https://api.elsevier.com/content/abstract/scopus_id/85117617749
2-s2.0-85116881241,Patterns of healthcare expenditures among older united states adults with pain and different perceived health status,Axon D.R.,2021,Healthcare Switzerland,10.3390/healthcare9101327,4,,https://api.elsevier.com/content/abstract/scopus_id/85116881241
2-s2.0-85136911096,Food Insecurity in a Sample of Informal Caregivers in 4 Southern US States,Goswami S.,2022,Preventing Chronic Disease,10.5888/pcd19.220069,4,,https://api.elsevier.com/content/abstract/scopus_id/85136911096
2-s2.0-85196902803,Mapping Strategies for Strengthening Safety Culture: A Scoping Review,Pacenko C.d.L.,2024,Healthcare Switzerland,10.3390/healthcare12121194,4,,https://api.elsevier.com/content/abstract/scopus_id/85196902803
2-s2.0-85183109775,Insomnia in Postmenopausal Women: How to Approach and Treat It?,Jeon G.H.,2024,Journal of Clinical Medicine,10.3390/jcm13020428,4,,https://api.elsevier.com/content/abstract/scopus_id/85183109775
2-s2.0-84879930570,Prognostic impact of the combination of erythropoiesis-stimulating agents to cancer treatment: Literature review,Boulaamane L.,2013,Supportive Care in Cancer,10.1007/s00520-013-1866-8,4,,https://api.elsevier.com/content/abstract/scopus_id/84879930570
2-s2.0-85101527950,Frequency and Predictors of Suboptimal Prescribing among a Cohort of Older Male Residents with Urinary Tract Infections,Appaneal H.J.,2021,Clinical Infectious Diseases,10.1093/cid/ciaa874,4,,https://api.elsevier.com/content/abstract/scopus_id/85101527950
2-s2.0-85104515234,In-hospital outcomes after transcatheter edge-to-edge mitral valve repair in patients with chronic kidney disease: An analysis from the 2010–2016 National inpatient sample,Panchal H.B.,2021,Catheterization and Cardiovascular Interventions,10.1002/ccd.29712,4,,https://api.elsevier.com/content/abstract/scopus_id/85104515234
2-s2.0-85111300394,Decompressive Craniectomy and Risk of Wound Infection After Microsurgical Treatment of Ruptured Aneurysms,Rumalla K.,2021,World Neurosurgery,10.1016/j.wneu.2021.07.004,4,,https://api.elsevier.com/content/abstract/scopus_id/85111300394
2-s2.0-85159443237,"Little and Falace's Dental Management of the Medically Compromised Patient, Eighth Edition",Little J.W.,2012,Little and Falace S Dental Management of the Medically Compromised Patient Eighth Edition,,4,,https://api.elsevier.com/content/abstract/scopus_id/85159443237
2-s2.0-85121014827,Undergraduate Nursing Students and Management of Interruptions: Preparation of Students for Future Workplace Realities,Schroers G.,2021,Nursing Education Perspectives,10.1097/01.NEP.0000000000000886,4,,https://api.elsevier.com/content/abstract/scopus_id/85121014827
2-s2.0-84979075962,Testing the Quality Health Outcomes Model applied To infection prevention in hospitals,Gilmartin H.M.,2016,Quality Management in Health Care,10.1097/QMH.0000000000000102,4,,https://api.elsevier.com/content/abstract/scopus_id/84979075962
2-s2.0-85144262028,"Diagnostic errors in Dentistry, opinions of egyptian dental teaching staff, a cross-sectional study",El-Wakeel N.,2022,BMC Oral Health,10.1186/s12903-022-02565-9,4,,https://api.elsevier.com/content/abstract/scopus_id/85144262028
2-s2.0-85141671144,Cost-effectiveness of screening with polymerase chain reaction for Helicobacter pylori to prevent gastric cancer and peptic ulcers,Oh A.,2022,Journal of Gastrointestinal Oncology,10.21037/jgo-21-911,4,,https://api.elsevier.com/content/abstract/scopus_id/85141671144
2-s2.0-85109674505,The application of organizational slack to hospital system responsiveness during the COVID-19 pandemic,McHugh J.P.,2021,Journal of Hospital Management and Health Policy,10.21037/jhmhp-21-13,4,,https://api.elsevier.com/content/abstract/scopus_id/85109674505
2-s2.0-0034153816,A comparison of smoking cessation efforts in African Americans by resident physicians in a traditional and primary care internal medicine residency,Borum M.L.,2000,Journal of the National Medical Association,,4,,https://api.elsevier.com/content/abstract/scopus_id/0034153816
2-s2.0-85194523396,How well do participants in clinical trials represent the U.S. population with chronic neck or back pain?,Leininger B.D.,2024,BMC Musculoskeletal Disorders,10.1186/s12891-024-07524-9,4,,https://api.elsevier.com/content/abstract/scopus_id/85194523396
2-s2.0-85115972313,Patient safety culture among nursing professionals in a philanthropic hospital in Minas Gerais,Magalhães E.V.,2021,Revista Cuidarte,10.15649/CUIDARTE.1990,4,,https://api.elsevier.com/content/abstract/scopus_id/85115972313
2-s2.0-85169430495,Patient and Clinician Sociodemographics and Sexual History Screening at a Multisite Federally Qualified Health Center: A Mixed Methods Study,Gagnon K.W.,2023,Annals of Family Medicine,10.1370/afm.3012,4,,https://api.elsevier.com/content/abstract/scopus_id/85169430495
2-s2.0-85106160610,Hospital Magnet Status Associates with Inpatient Safety in Parkinson Disease,Aamodt W.W.,2021,Journal of Neuroscience Nursing,10.1097/JNN.0000000000000582,4,,https://api.elsevier.com/content/abstract/scopus_id/85106160610
2-s2.0-85091016044,Characteristics and clinical outcomes for mental health patients admitted to a behavioural assessment unit: Implications for model of care and practice,Daniel C.,2021,International Journal of Mental Health Nursing,10.1111/inm.12779,4,,https://api.elsevier.com/content/abstract/scopus_id/85091016044
2-s2.0-85205143033,Precision medicine in breast cancer (Review),Papalexis P.,2024,Molecular and Clinical Oncology,10.3892/mco.2024.2776,4,,https://api.elsevier.com/content/abstract/scopus_id/85205143033
2-s2.0-85114066692,How did covid-19 affect suicidality? Data from a multicentric study in lombardy,Gesi C.,2021,Journal of Clinical Medicine,10.3390/jcm10112410,4,,https://api.elsevier.com/content/abstract/scopus_id/85114066692
2-s2.0-85162950715,Implementation of medication reconciliation at admission and discharge in Ministry of Defense Health Services hospitals: A multicentre study,Alghamdi D.S.,2023,BMJ Open Quality,10.1136/bmjoq-2022-002121,4,,https://api.elsevier.com/content/abstract/scopus_id/85162950715
2-s2.0-85164973378,"China guideline for liver cancer screening (2022, Beijing)",He J.,2022,Chinese Journal of Oncology,10.3760/cma.j.cn112152-20220720-00502,4,,https://api.elsevier.com/content/abstract/scopus_id/85164973378
2-s2.0-85067868263,Healthcare professionals’ perceptions of risky health behaviours: A qualitative evaluation of preventative measures for populations with cystic fibrosis,Keyte R.,2021,Chronic Illness,10.1177/1742395319856395,4,,https://api.elsevier.com/content/abstract/scopus_id/85067868263
2-s2.0-85104674688,Association of Multimorbidity on Healthcare Expenditures Among Older United States Adults With Pain,Marupuru S.,2021,Journal of Aging and Health,10.1177/08982643211011841,4,,https://api.elsevier.com/content/abstract/scopus_id/85104674688
2-s2.0-78650047627,A novel fuzzy-logic inference system for predicting trauma-related mortality: Emphasis on the impact of response to resuscitation,Kilic Y.,2010,European Journal of Trauma and Emergency Surgery,10.1007/s00068-010-0010-4,4,,https://api.elsevier.com/content/abstract/scopus_id/78650047627
2-s2.0-85083399050,Some simple rules for estimating reproduction numbers in the presence of reservoir exposure or imported cases,McLure A.,2020,Theoretical Population Biology,10.1016/j.tpb.2020.04.002,4,,https://api.elsevier.com/content/abstract/scopus_id/85083399050
2-s2.0-85088655323,Screening for occult cancer: where are we in 2020?,Marín-Romero S.,2020,Thrombosis Research,10.1016/S0049-3848(20)30390-X,4,,https://api.elsevier.com/content/abstract/scopus_id/85088655323
2-s2.0-85162246802,Emergency Department Use by Young Adults With Chronic Illness Before and During the COVID-19 Pandemic,Celona C.A.,2023,Journal of Emergency Nursing,10.1016/j.jen.2023.04.006,3,,https://api.elsevier.com/content/abstract/scopus_id/85162246802
2-s2.0-85163153581,"Patiromer utility as an adjunct treatment in patients needing urgent hyperkalaemia management (PLATINUM): Design of a multicentre, randomised, double-blind, placebo-controlled, parallel-group study",Rafique Z.,2023,BMJ Open,10.1136/bmjopen-2022-071311,3,,https://api.elsevier.com/content/abstract/scopus_id/85163153581
2-s2.0-85168162268,Association of the Range of Outpatient Services Provided by Primary Care Physicians with Subsequent Health Care Costs and Utilization,Rich E.C.,2023,Journal of General Internal Medicine,10.1007/s11606-023-08363-5,3,,https://api.elsevier.com/content/abstract/scopus_id/85168162268
2-s2.0-85128121072,Competition and Integration of US Health Systems in the Post-COVID-19 New Normal: Cross-sectional Survey,Khuntia J.,2022,Jmir Formative Research,10.2196/32477,3,,https://api.elsevier.com/content/abstract/scopus_id/85128121072
2-s2.0-85067783757,Influence of Cognition on Length of Stay and Rehospitalization in Older Veterans Admitted for Post-Acute Care,Stelmokas J.,2020,Journal of Applied Gerontology,10.1177/0733464819853989,3,,https://api.elsevier.com/content/abstract/scopus_id/85067783757
2-s2.0-85129066356,Immunisation rates and predictors of undervaccination in infants with CHD,Murray A.M.,2023,Cardiology in the Young,10.1017/S104795112200052X,3,,https://api.elsevier.com/content/abstract/scopus_id/85129066356
2-s2.0-85099116189,Utility of Nonspecific Laboratory Testing for Psychiatric Patients Undergoing Medical Screening in a Military Emergency Department,Tobin M.R.,2020,Military Medicine,10.1093/milmed/usaa163,3,,https://api.elsevier.com/content/abstract/scopus_id/85099116189
2-s2.0-85169327803,Exploring the Discourse of Debriefing Interactions: Areas for Improvement,Mohammad A.,2023,Sage Open,10.1177/21582440231191784,3,,https://api.elsevier.com/content/abstract/scopus_id/85169327803
2-s2.0-85147698847,Lifetime quality-adjusted life years lost due to genital herpes acquired in the United States in 2018: a mathematical modeling study,You S.,2023,Lancet Regional Health Americas,10.1016/j.lana.2023.100427,3,,https://api.elsevier.com/content/abstract/scopus_id/85147698847
2-s2.0-85154530024,The Use of Medicinal Plants in Blood Vessel Diseases: The Influence of Gender,Froldi G.,2023,Life,10.3390/life13040866,3,,https://api.elsevier.com/content/abstract/scopus_id/85154530024
2-s2.0-4744337551,"Prescription drug spending trends for the privately insured in Maryland, 2000-2001",Shaya F.T.,2004,Health Affairs,10.1377/hlthaff.23.5.226,3,,https://api.elsevier.com/content/abstract/scopus_id/4744337551
2-s2.0-85084676899,Pediatric dental care use and parent- or caregiver-rated oral health among Alabama children enrolled in Medicaid,Blackburn J.,2020,Journal of the American Dental Association,10.1016/j.adaj.2020.02.016,3,,https://api.elsevier.com/content/abstract/scopus_id/85084676899
2-s2.0-85096393661,Assisted prescribing: Clinical decision support with MedSafety Scan now available,Woosley R.L.,2022,Trends in Cardiovascular Medicine,10.1016/j.tcm.2020.11.002,3,,https://api.elsevier.com/content/abstract/scopus_id/85096393661
2-s2.0-4844224633,Disentangling the effect of education on emergency department utilization,Dismuke C.,2004,Economics of Education Review,10.1016/j.econedurev.2004.02.001,3,,https://api.elsevier.com/content/abstract/scopus_id/4844224633
2-s2.0-85166095433,Lifestyle Factors and Successful Cognitive Aging in Older Adults,O’connor M.K.,2021,Positive Neuropsychology Evidence Based Perspectives on Promoting Brain and Cognitive Health Second Edition,10.1007/978-3-031-11389-5_3,3,,https://api.elsevier.com/content/abstract/scopus_id/85166095433
2-s2.0-85176896941,Evidence-based clinical decision making during the COVID-19 pandemic,Taype-Rondan Á.,2020,Acta Medica Peruana,10.35663/amp.2020.373.1043,3,,https://api.elsevier.com/content/abstract/scopus_id/85176896941
2-s2.0-85111398983,Characteristics of hospitalized adults with opioid use disorder in the united states: Nationwide inpatient sample,Alemu B.T.,2021,Pain Physician,,3,,https://api.elsevier.com/content/abstract/scopus_id/85111398983
2-s2.0-85199993391,Association Between Frailty Status and Readmissions in Hospitalized Patients With Systemic Lupus Erythematosus,Leung C.,2024,Acr Open Rheumatology,10.1002/acr2.11722,3,,https://api.elsevier.com/content/abstract/scopus_id/85199993391
2-s2.0-85175011278,Improving Pharmacist-Led Pediatric Patient Education on Oral Chemotherapy at Home,Patel A.,2023,Children,10.3390/children10101656,3,,https://api.elsevier.com/content/abstract/scopus_id/85175011278
2-s2.0-85102157432,Diversity in medical education,Dogra N.,2018,Understanding Medical Education Evidence Theory and Practice,10.1002/9781119373780.ch35,3,,https://api.elsevier.com/content/abstract/scopus_id/85102157432
2-s2.0-85170247664,Cardiogenic shock complicating sepsis and septic shock: A national inpatient sample analysis,Sato R.,2023,Medicina Intensiva,10.1016/j.medin.2023.04.015,3,,https://api.elsevier.com/content/abstract/scopus_id/85170247664
2-s2.0-85141713906,Capturing the complexity of open abdominal aortic surgery in the endovascular era,Woodford C.,2022,Journal of Vascular Surgery,10.1016/j.jvs.2022.06.007,3,,https://api.elsevier.com/content/abstract/scopus_id/85141713906
2-s2.0-85167348169,Molecular mechanisms regulating natural menopause in the female ovary: a study based on transcriptomic data,Liu Q.,2023,Frontiers in Endocrinology,10.3389/fendo.2023.1004245,3,,https://api.elsevier.com/content/abstract/scopus_id/85167348169
2-s2.0-85148109968,Association between iron deficiency and hospitalization rate in community-dwelling older adults: A 3-year prospective observational study of DO-HEALTH,de Godoi Rezende Costa Molino C.,2023,American Journal of Clinical Nutrition,10.1016/j.ajcnut.2022.11.001,3,,https://api.elsevier.com/content/abstract/scopus_id/85148109968
2-s2.0-85200526853,Interventions for tobacco use cessation in people living with HIV,Mdege N.D.,2024,Cochrane Database of Systematic Reviews,10.1002/14651858.CD011120.pub3,3,,https://api.elsevier.com/content/abstract/scopus_id/85200526853
2-s2.0-85201246963,Health Outcome Changes in Individuals With Type 1 Diabetes After a State-Level Insulin Copayment Cap,Giannouchos T.V.,2024,JAMA Network Open,10.1001/jamanetworkopen.2024.25280,3,,https://api.elsevier.com/content/abstract/scopus_id/85201246963
2-s2.0-85046403615,Promoting physical activity,Porras L.,2018,Chronic Illness Care Principles and Practice,10.1007/978-3-319-71812-5_5,3,,https://api.elsevier.com/content/abstract/scopus_id/85046403615
2-s2.0-85205359265,Assessing the Utility of a Machine-Learning Model to Assist with the Assignment of the American Society of Anesthesiology Physical Status Classification in Pediatric Patients,Ferrari L.R.,2024,Anesthesia and Analgesia,10.1213/ANE.0000000000006761,3,,https://api.elsevier.com/content/abstract/scopus_id/85205359265
2-s2.0-85143557121,What is the value and impact of the adaptation process on quality indicators for local use? A scoping review,Zhu S.,2022,Plos One,10.1371/journal.pone.0278379,3,,https://api.elsevier.com/content/abstract/scopus_id/85143557121
2-s2.0-79958110395,Economic benefits of improved insulin stability in insulin pumps,Weiss R.,2011,Managed Care,,3,,https://api.elsevier.com/content/abstract/scopus_id/79958110395
2-s2.0-85180490598,Change in Objectively Measured Activity Levels Resulting from the EMPOWER Study Lifestyle Intervention,Rockette-Wagner B.,2022,Translational Journal of the American College of Sports Medicine,10.1249/TJX.0000000000000184,3,,https://api.elsevier.com/content/abstract/scopus_id/85180490598
2-s2.0-85184710804,"Utilization, quality, and spending for pediatric Medicaid enrollees with primary care in health centers vs non-health centers",Volerman A.,2024,BMC Pediatrics,10.1186/s12887-024-04547-y,3,,https://api.elsevier.com/content/abstract/scopus_id/85184710804
2-s2.0-85102215366,Mitigating imperfect data validity in administrative data PSIs: A method for estimating true adverse event rates,Boussat B.,2021,International Journal for Quality in Health Care,10.1093/intqhc/mzab025,3,,https://api.elsevier.com/content/abstract/scopus_id/85102215366
2-s2.0-85099377298,Association of the Diabetes Health Plan with emergency room and inpatient hospital utilization: A Natural Experiment for Translation in Diabetes (NEXT-D) Study,Moin T.,2021,BMJ Open Diabetes Research and Care,10.1136/bmjdrc-2020-001802,3,,https://api.elsevier.com/content/abstract/scopus_id/85099377298
2-s2.0-85161434551,The Association of Medicaid expansion with prescription drug utilization and expenditure among low-income participants with asthma,Shi L.,2023,Journal of Asthma,10.1080/02770903.2023.2213331,3,,https://api.elsevier.com/content/abstract/scopus_id/85161434551
2-s2.0-85122484182,Rates of readmission and reoperation after operative management of midshaft clavicle fractures in adolescents,Carrillo L.A.,2021,World Journal of Orthopedics,10.5312/WJO.V12.I12.1001,3,,https://api.elsevier.com/content/abstract/scopus_id/85122484182
2-s2.0-85141986341,Trends in and predictors of multiple readmissions following heart failure hospitalization: A National wide analysis from the United States,Thandra A.,2023,American Journal of the Medical Sciences,10.1016/j.amjms.2022.09.006,3,,https://api.elsevier.com/content/abstract/scopus_id/85141986341
2-s2.0-85109365015,An Environmental Scan and Evaluation of Quality Indicators Across Canadian Kidney Transplant Centers,Glavinovic T.,2021,Canadian Journal of Kidney Health and Disease,10.1177/20543581211027969,3,,https://api.elsevier.com/content/abstract/scopus_id/85109365015
2-s2.0-85108238605,Mental health outcomes in White patients versus patients with skin of color with psoriasis,Kohn A.H.,2021,Dermatology Online Journal,10.5070/D327553606,3,,https://api.elsevier.com/content/abstract/scopus_id/85108238605
2-s2.0-85090114503,Symptom clusters in hospitalized older adults: Characteristics and outcomes,Zisberg A.,2021,Geriatric Nursing,10.1016/j.gerinurse.2020.08.007,3,,https://api.elsevier.com/content/abstract/scopus_id/85090114503
2-s2.0-85082315915,Canadian maternity and pediatric nursing,Webster J.,2019,Canadian Maternity and Pediatric Nursing,,3,,https://api.elsevier.com/content/abstract/scopus_id/85082315915
2-s2.0-85091741766,Perspectives and experiences of Chinese nurses on quality improvement initiatives: A mixed-methods study,Zhan Y.,2021,Journal of Nursing Management,10.1111/jonm.13152,3,,https://api.elsevier.com/content/abstract/scopus_id/85091741766
2-s2.0-85143859152,Relationships between Physical Health and Employment among People with Serious Mental Illness,O’Neill E.A.,2021,Social Work Research,10.1093/swr/svaa025,3,,https://api.elsevier.com/content/abstract/scopus_id/85143859152
2-s2.0-85102470904,Instruments for assessing organisational capacity for use of evidence in health sector policy making: A systematic scoping review,Asgharzadeh A.,2021,Evidence and Policy,10.1332/174426419X15704986117256,3,,https://api.elsevier.com/content/abstract/scopus_id/85102470904
2-s2.0-85092566921,"Development, implementation and evaluation of an online course on evidence-based healthcare for consumers",Han G.,2020,BMC Health Services Research,10.1186/s12913-020-05759-5,3,,https://api.elsevier.com/content/abstract/scopus_id/85092566921
2-s2.0-85133581622,Malar and maxillary fractures among pediatric patients and the risk factors for mortality,Stanbouly D.,2022,Dental Traumatology,10.1111/edt.12775,3,,https://api.elsevier.com/content/abstract/scopus_id/85133581622
2-s2.0-85142393415,Automatic Detection of Adverse Drug Events in Geriatric Care: Study Proposal,Gaspar F.,2022,Jmir Research Protocols,10.2196/40456,3,,https://api.elsevier.com/content/abstract/scopus_id/85142393415
2-s2.0-85129118018,"No child left behind: Building a comprehensive sickle cell disease care oasis in the Lake County, Indiana care desert",Brown L.C.,2022,Pediatric Blood and Cancer,10.1002/pbc.29619,3,,https://api.elsevier.com/content/abstract/scopus_id/85129118018
2-s2.0-85100662151,Predictive factors for the medical hospitalisation of patients who visited the emergency department with suicide attempt,Kim H.J.,2021,BMC Psychiatry,10.1186/s12888-021-03089-2,3,,https://api.elsevier.com/content/abstract/scopus_id/85100662151
2-s2.0-85120440253,A parent coach-led model of well-child care for young children in low-income communities: Protocol for a cluster randomized controlled trial,Hurst R.,2021,Jmir Research Protocols,10.2196/27054,3,,https://api.elsevier.com/content/abstract/scopus_id/85120440253
2-s2.0-85138441916,National burden of achondroplasia: an analysis of the National Inpatient and Nationwide Ambulatory Surgery Samples,Broder M.S.,2022,Journal of Comparative Effectiveness Research,10.2217/cer-2021-0250,3,,https://api.elsevier.com/content/abstract/scopus_id/85138441916
2-s2.0-85138075294,Cardiovascular outcomes and trends of Transcatheter vs. Surgical aortic valve replacement among octogenarians with heart failure: A Propensity Matched national cohort analysis,Sattar Y.,2022,Ijc Heart and Vasculature,10.1016/j.ijcha.2022.101119,3,,https://api.elsevier.com/content/abstract/scopus_id/85138075294
2-s2.0-85118576776,"Trends in inpatient admissions and emergency department visits for heart failure in adults with versus without diabetes in the USA, 2006-2017",Harding J.L.,2021,BMJ Open Diabetes Research and Care,10.1136/bmjdrc-2021-002377,3,,https://api.elsevier.com/content/abstract/scopus_id/85118576776
2-s2.0-85194125929,COVID-19 Admission Rates and Changes in Care Quality in US Hospitals,Meille G.,2024,JAMA Network Open,10.1001/jamanetworkopen.2024.13127,3,,https://api.elsevier.com/content/abstract/scopus_id/85194125929
2-s2.0-85126712338,"Contribution of Tata Memorial Centre, India, to cervical cancer care: Journey of two decades",Kumar A.,2021,Indian Journal of Medical Research,10.4103/ijmr.IJMR_339_21,3,,https://api.elsevier.com/content/abstract/scopus_id/85126712338
2-s2.0-85142768804,"Healthcare costs associated with comorbid cardiovascular and renal conditions among persons with diabetes, 2008–2019",Shah C.H.,2022,Diabetology and Metabolic Syndrome,10.1186/s13098-022-00957-z,3,,https://api.elsevier.com/content/abstract/scopus_id/85142768804
2-s2.0-85139936654,Impact of COVID-19 on Intracranial Meningioma Resection: Results from California State Inpatient Database,Rubens M.,2022,Cancers,10.3390/cancers14194785,3,,https://api.elsevier.com/content/abstract/scopus_id/85139936654
2-s2.0-85176920401,Cognitive decline assessment using semantic linguistic content and transformer deep learning architecture,Rini P.L.,2024,International Journal of Language and Communication Disorders,10.1111/1460-6984.12973,3,,https://api.elsevier.com/content/abstract/scopus_id/85176920401
2-s2.0-85137045901,Communication regarding the deactivation of implantable cardioverter-defibrillators: A scoping review and narrative summary of current interventions,Callaghan E.M.,2022,Patient Education and Counseling,10.1016/j.pec.2022.08.011,3,,https://api.elsevier.com/content/abstract/scopus_id/85137045901
2-s2.0-85031509132,Value of public health funding in preventing hospital bloodstream infections in the United States,Whittington M.D.,2017,American Journal of Public Health,10.2105/AJPH.2017.303987,3,,https://api.elsevier.com/content/abstract/scopus_id/85031509132
2-s2.0-84901854089,Bias at the gate?: The pharmaceutical industry's influence on the federally approved drug compendia,Gabrielsen L.,2014,American Journal of Law and Medicine,10.1177/009885881404000105,3,,https://api.elsevier.com/content/abstract/scopus_id/84901854089
2-s2.0-84987802467,Capturing the central line bundle infection prevention interventions comparison of reflective and composite modeling methods,Gilmartin H.M.,2016,Nursing Research,10.1097/NNR.0000000000000168,3,,https://api.elsevier.com/content/abstract/scopus_id/84987802467
2-s2.0-85173467202,"Paediatric diabetes-related presentations to emergency departments in Victoria, Australia from 2008 to 2018",Kao K.T.,2024,EMA Emergency Medicine Australasia,10.1111/1742-6723.14320,3,,https://api.elsevier.com/content/abstract/scopus_id/85173467202
2-s2.0-85119701629,The influence of hospital urbanicity on mortality in patients with acute respiratory failure: A national cohort retrospective analysis,Burton B.N.,2021,Respiratory Care,10.4187/respcare.09003,3,,https://api.elsevier.com/content/abstract/scopus_id/85119701629
2-s2.0-85125115221,"Psychometric validity of the Arabic versions of the Simulation Design Scale, Educational Practices Questionnaire, and the Students Satisfaction and Self-Confidence in Learning Scale among Saudi nursing students",Grande R.A.N.,2022,Teaching and Learning in Nursing,10.1016/j.teln.2022.01.010,3,,https://api.elsevier.com/content/abstract/scopus_id/85125115221
2-s2.0-85120037116,Correlation of self-reported pain severity and healthcare expenditures in older United States adults,Axon D.R.,2022,Scandinavian Journal of Pain,10.1515/sjpain-2021-0148,3,,https://api.elsevier.com/content/abstract/scopus_id/85120037116
2-s2.0-85188916712,Incidence of oncogenic HPV infection in women with and without mental illness: A population-based cohort study in Sweden,Herweijer E.,2024,Plos Medicine,10.1371/journal.pmed.1004372,3,,https://api.elsevier.com/content/abstract/scopus_id/85188916712
2-s2.0-85111213130,Physical activity recommendation by health care providers to adults with and without functional limitations,Smith J.,2021,Preventive Medicine,10.1016/j.ypmed.2021.106730,3,,https://api.elsevier.com/content/abstract/scopus_id/85111213130
2-s2.0-85121984762,Angiotensin-converting enzyme (ACE) inhibitors for proteinuria and microalbuminuria in people with sickle cell disease,Sasongko T.H.,2021,Cochrane Database of Systematic Reviews,10.1002/14651858.CD009191.pub4,3,,https://api.elsevier.com/content/abstract/scopus_id/85121984762
2-s2.0-85139097958,Evaluating board certification within international advance pharmacy practice frameworks,Lawson B.E.,2022,Farmacia Hospitalaria,10.7399/fh.13185,3,,https://api.elsevier.com/content/abstract/scopus_id/85139097958
2-s2.0-85129238227,Cardiovascular Prevention Among Young Adults with Congenital Heart Disease,Lippmann M.R.,2022,Current Atherosclerosis Reports,10.1007/s11883-022-01034-6,3,,https://api.elsevier.com/content/abstract/scopus_id/85129238227
2-s2.0-84859584929,The Affordable Care Act: Implications for African Americans Living with HIV,Owens A.,2012,Journal of Human Behavior in the Social Environment,10.1080/10911359.2012.655600,3,,https://api.elsevier.com/content/abstract/scopus_id/84859584929
2-s2.0-85127476118,"Quality Review of Social-Communication Interventions for Adolescents and Adults with ASD: Maintenance, Generalization, and Social Validity",Wattanawongwan S.,2022,Education and Training in Autism and Developmental Disabilities,,3,,https://api.elsevier.com/content/abstract/scopus_id/85127476118
2-s2.0-85178491055,Racial difference in mortality among COVID-19 hospitalizations in California,Rubens M.,2023,Scientific Reports,10.1038/s41598-023-47124-6,3,,https://api.elsevier.com/content/abstract/scopus_id/85178491055
2-s2.0-85124365571,Review of Cancer-Specific Quality Measures Promoting the Avoidance of Low-Value Care,Ellsworth B.L.,2022,Annals of Surgical Oncology,10.1245/s10434-021-11303-4,3,,https://api.elsevier.com/content/abstract/scopus_id/85124365571
